         13875808 function calls (13585008 primitive calls) in 3.818 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1813    0.002    0.000    0.004    0.000 utils.py:497(__getitem__)
     1663    0.002    0.000    0.114    0.000 render.py:43(render)
  4206/37    0.002    0.000    0.028    0.001 visitor.py:35(visit)
     9942    0.002    0.000    0.003    0.000 procedure.py:222(__stack_pop)
     4531    0.002    0.000    0.008    0.000 finder.py:58(by_primitive)
2379/1826    0.002    0.000    0.035    0.000 primary.py:200(domain_name)
     2449    0.002    0.000    0.037    0.000 node.py:532(dirty_child)
     5630    0.002    0.000    0.003    0.000 path.py:113(__break_tag)
     1663    0.002    0.000    0.042    0.000 environment.py:1269(render)
     8437    0.002    0.000    0.219    0.000 statement_compound.py:621(domain_name)
     2809    0.002    0.000    0.014    0.000 symbols.py:66(is_a)
3170/2281    0.002    0.000    0.004    0.000 typing.py:1123(__call__)
     5672    0.002    0.000    0.022    0.000 primary.py:220(prop)
     6058    0.002    0.000    1.303    0.000 symbol.py:331(shorthand)
     2918    0.002    0.000    0.010    0.000 symbol.py:939(ref)
     8716    0.002    0.000    0.002    0.000 {built-in method _abc._abc_instancecheck}
     6190    0.002    0.000    0.002    0.000 node.py:46(__repr__)
    10977    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
     3095    0.002    0.000    0.005    0.000 node.py:56(__eq__)
     7402    0.002    0.000    0.002    0.000 {method 'match' of 're.Pattern' objects}
     8963    0.002    0.000    0.024    0.000 primary.py:18(domain_name)
     5601    0.002    0.000    0.437    0.000 symbols.py:220(resolve)
     2918    0.002    0.000    0.004    0.000 symbol.py:788(__init__)
     1105    0.002    0.000    0.003    0.000 nodes.py:127(__init__)
     3376    0.002    0.000    0.002    0.000 typing.py:372(inner)
     1739    0.002    0.000    0.011    0.000 lexer.py:613(wrap)
 3423/223    0.002    0.000    0.007    0.000 nodes.py:193(find_all)
     2428    0.002    0.000    2.945    0.001 symbols.py:138(type_of)
     1776    0.002    0.000    0.074    0.000 environment.py:950(_load_template)
    10555    0.002    0.000    0.003    0.000 node.py:135(can_expand)
      696    0.002    0.000    0.013    0.000 reflection.py:393(build)
      454    0.002    0.000    0.311    0.001 symbols.py:525(on_func_call)
     4480    0.002    0.000    0.002    0.000 cache.py:28(index_of)
     4480    0.002    0.000    0.005    0.000 node.py:140(id)
     3579    0.001    0.000    0.002    0.000 symbol.py:389(to)
     8716    0.001    0.000    0.003    0.000 <frozen abc>:117(__instancecheck__)
     5106    0.001    0.000    0.007    0.000 path.py:43(valid)
    11641    0.001    0.000    0.004    0.000 <frozen _collections_abc>:868(__iter__)
    11499    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      930    0.001    0.000    0.369    0.000 reflection.py:282(unpack_templates)
     6058    0.001    0.000    1.304    0.000 symbol.py:321(__str__)
      889    0.001    0.000    0.002    0.000 procedure.py:23(__init__)
     4531    0.001    0.000    0.009    0.000 symbols.py:99(type_of_primitive)
    10832    0.001    0.000    0.001    0.000 procedure.py:254(__put_log)
      591    0.001    0.000    0.022    0.000 py2cpp.py:395(analyze_relay_access_spec)
     4480    0.001    0.000    0.001    0.000 dsn.py:126(identify)
 2333/410    0.001    0.000    0.007    0.000 visitor.py:44(generic_visit)
      890    0.001    0.000    0.013    0.000 node.py:216(__calclation_order)
     1641    0.001    0.000    0.010    0.000 primary.py:467(arguments)
      309    0.001    0.000    0.371    0.001 py2cpp.py:569(analyze_func_call_spec)
     5777    0.001    0.000    0.021    0.000 statement_compound.py:33(scope_part)
     5106    0.001    0.000    0.002    0.000 resolver.py:22(can_resolve)
     5383    0.001    0.000    0.011    0.000 path.py:95(last_tag)
     1452    0.001    0.000    0.026    0.000 primary.py:495(label)
  830/515    0.001    0.000    0.002    0.000 cache.py:53(group_by)
     5682    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
     4206    0.001    0.000    0.002    0.000 visitor.py:28(get_visitor)
     1035    0.001    0.000    0.095    0.000 symbols.py:486(on_variable)
      897    0.001    0.000    0.002    0.000 runtime.py:260(call)
     4480    0.001    0.000    0.003    0.000 query.py:221(id)
   138/37    0.001    0.000    0.021    0.001 parser.py:979(subparse)
     2429    0.001    0.000    0.001    0.000 compiler.py:453(write)
     2364    0.001    0.000    0.001    0.000 relay.j2:4(root)
     4736    0.001    0.000    0.001    0.000 runtime.py:227(resolve_or_missing)
     1776    0.001    0.000    0.004    0.000 <frozen genericpath>:65(getmtime)
      821    0.001    0.000    0.165    0.000 py2cpp.py:436(on_variable)
2071/1838    0.001    0.000    1.016    0.001 symbol.py:63(__getattr__)
      309    0.001    0.000    0.409    0.001 py2cpp.py:512(on_func_call)
3927/1863    0.001    0.000    0.013    0.000 {built-in method builtins.next}
      889    0.001    0.000    2.794    0.003 symbols.py:276(__resolve_procedural)
     1776    0.001    0.000    0.075    0.000 environment.py:975(get_template)
     5106    0.001    0.000    0.001    0.000 resolver.py:56(can_resolve)
     1355    0.001    0.000    0.001    0.000 {method 'remove' of 'collections.deque' objects}
      252    0.001    0.000    0.105    0.000 reflection.py:207(_method_returns)
      696    0.001    0.000    0.001    0.000 reflection.py:416(__resolve_injector)
     1827    0.001    0.000    0.101    0.000 symbols.py:111(type_of_property)
     1663    0.001    0.000    0.001    0.000 <frozen _collections_abc>:819(keys)
     2857    0.001    0.000    0.001    0.000 lexer.py:275(test)
     1776    0.001    0.000    0.023    0.000 environment.py:1375(new_context)
     1739    0.001    0.000    0.005    0.000 loaders.py:210(uptodate)
     1730    0.001    0.000    0.494    0.000 symbols.py:165(__from_reference)
     6353    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     1055    0.001    0.000    0.002    0.000 literal.py:12(domain_name)
      548    0.001    0.000    0.006    0.000 py2cpp.py:405(is_class_access)
      421    0.001    0.000    0.251    0.001 reflection.py:130(returns)
  460/124    0.001    0.000    0.003    0.000 visitor.py:61(generic_visit)
     3579    0.001    0.000    0.005    0.000 symbol.py:398(one_of)
      137    0.001    0.000    0.005    0.000 compiler.py:1479(visit_Output)
     1739    0.001    0.000    0.005    0.000 environment.py:1489(is_up_to_date)
      993    0.001    0.000    0.019    0.000 statement_compound.py:566(symbol)
     3066    0.001    0.000    0.009    0.000 primary.py:462(calls)
     5449    0.001    0.000    0.001    0.000 {built-in method from_iterable}
       97    0.001    0.000    0.115    0.001 symbols.py:637(proc_binary_operator)
     1813    0.001    0.000    0.001    0.000 nodes.py:74(__init__)
      919    0.001    0.000    0.001    0.000 reflection.py:357(__current_key)
      515    0.001    0.000    0.003    0.000 query.py:215(factory)
  460/124    0.001    0.000    0.003    0.000 optimizer.py:30(generic_visit)
     5032    0.001    0.000    0.001    0.000 {method 'write' of '_io.StringIO' objects}
      128    0.001    0.000    0.002    0.000 di.py:180(currying)
      530    0.001    0.000    0.046    0.000 symbols.py:476(on_class_ref)
       37    0.001    0.000    0.028    0.001 compiler.py:826(visit_Template)
      772    0.001    0.000    0.005    0.000 primary.py:456(domain_name)
      889    0.000    0.000    0.079    0.000 symbols.py:297(__init__)
     1235    0.000    0.000    0.016    0.000 symbols.py:338(force_unpack_nullable)
     4546    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
     1813    0.000    0.000    0.004    0.000 utils.py:463(get)
      413    0.000    0.000    0.249    0.001 reflection.py:197(_function_returns)
     1899    0.000    0.000    0.001    0.000 {built-in method builtins.any}
      864    0.000    0.000    0.009    0.000 move_assign.j2:4(root)
     1309    0.000    0.000    0.002    0.000 compiler.py:467(writeline)
  358/355    0.000    0.000    0.004    0.000 parser.py:644(parse_primary)
     1741    0.000    0.000    0.012    0.000 lexer.py:378(__next__)
      127    0.000    0.000    1.995    0.016 py2cpp.py:313(proc_move_assign_single)
     4239    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
      497    0.000    0.000    0.003    0.000 statement_simple.py:11(receivers)
      262    0.000    0.000    0.002    0.000 type_py2cpp.j2:4(root)
