         7279318 function calls (6904418 primitive calls) in 2.626 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      182    0.002    0.000    0.002    0.000 {method '__exit__' of '_io._IOBase' objects}
      101    0.002    0.000    0.084    0.001 compiler.py:829(visit_Template)
      472    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:101(_path_join)
     6448    0.002    0.000    0.002    0.000 {method 'get' of 'dict' objects}
    23741    0.002    0.000    0.002    0.000 entry.py:12(__init__)
     1694    0.002    0.000    0.003    0.000 embed.py:98(get_from_method)
     3045    0.001    0.000    0.016    0.000 element.py:56(path)
     2087    0.001    0.000    0.127    0.000 general.py:50(whole_by)
      266    0.001    0.000    0.013    0.000 compiler.py:1482(visit_Output)
      834    0.001    0.000    0.002    0.000 node.py:222(__embed_classes)
     2889    0.001    0.000    0.045    0.000 traits.py:47(type_is)
     1763    0.001    0.000    0.001    0.000 node.py:493(Proxy)
     5460    0.001    0.000    0.013    0.000 path.py:94(last_tag)
     4722    0.001    0.000    0.002    0.000 resolver.py:23(can_resolve)
     2904    0.001    0.000    0.012    0.000 statement_compound.py:428(decorators)
     1575    0.001    0.000    0.013    0.000 primary.py:782(is_param_this)
      970    0.001    0.000    0.005    0.000 primary.py:717(is_decl_this_var_forward)
       14    0.001    0.000    0.158    0.011 db.py:169(import_json)
    10364    0.001    0.000    0.001    0.000 reflection.py:17(__init__)
      651    0.001    0.000    0.008    0.000 finder.py:238(__find_library_raw)
     4502    0.001    0.000    0.012    0.000 utils.py:463(get)
     9885    0.001    0.000    0.001    0.000 base.py:181(__init__)
     9610    0.001    0.000    0.001    0.000 procedure.py:223(__put_log_action)
     4122    0.001    0.000    0.003    0.000 lexer.py:559(<lambda>)
      971    0.001    0.000    0.026    0.000 primary.py:704(is_decl_class_var)
     6874    0.001    0.000    0.002    0.000 utils.py:81(from_obj)
     4382    0.001    0.000    0.037    0.000 lexer.py:380(__next__)
     1289    0.001    0.000    0.014    0.000 statement_compound.py:485(_has_annotation)
