         5854691 function calls (5660064 primitive calls) in 1.717 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  165/111    0.000    0.000    0.001    0.000 idtracking.py:256(inner_visit)
       37    0.000    0.000    0.001    0.000 environment.py:452(lexer)
       47    0.000    0.000    0.001    0.000 parser.py:799(parse_subscript)
       37    0.000    0.000    0.001    0.000 lexer.py:426(get_lexer)
    38/33    0.000    0.000    0.001    0.000 compiler.py:1795(visit_Filter)
      268    0.000    0.000    0.001    0.000 primary.py:237(domain_name)
    12389    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.001    0.001 lexer.py:477(__init__)
       10    0.000    0.000    0.001    0.000 lexer.py:481(c)
      352    0.000    0.000    0.001    0.000 primary.py:268(type_name)
       10    0.000    0.000    0.001    0.000 __init__.py:286(compile)
     2364    0.001    0.000    0.001    0.000 relay.j2:4(root)
     3406    0.001    0.000    0.001    0.000 resolver.py:25(can_resolve)
       17    0.000    0.000    0.001    0.000 _parser.py:970(parse)
    10832    0.001    0.000    0.001    0.000 procedure.py:267(__put_log_action)
    52/17    0.000    0.000    0.001    0.000 _parser.py:451(_parse_sub)
      145    0.000    0.000    0.001    0.000 py2cpp.py:740(on_terminal)
        1    0.000    0.000    0.001    0.001 py2cpp.py:128(on_entrypoint)
      434    0.000    0.000    0.001    0.000 path.py:146(de_identify)
      448    0.000    0.000    0.001    0.000 symbols.py:650(on_integer)
      696    0.001    0.000    0.001    0.000 reflection.py:376(__resolve_injector)
     1899    0.000    0.000    0.001    0.000 {built-in method builtins.any}
    87/18    0.000    0.000    0.001    0.000 _parser.py:511(_parse)
       37    0.000    0.000    0.001    0.000 loaders.py:192(get_source)
       27    0.000    0.000    0.001    0.000 py2cpp.py:632(on_factor)
      277    0.000    0.000    0.001    0.000 path.py:126(contains)
    12930    0.001    0.000    0.001    0.000 symbol.py:475(attrs)
     2857    0.001    0.000    0.001    0.000 lexer.py:275(test)
     1314    0.000    0.000    0.001    0.000 lexer.py:374(skip_if)
      818    0.000    0.000    0.001    0.000 reflection.py:340(schema)
    12052    0.001    0.000    0.001    0.000 symbol.py:565(origin)
      373    0.000    0.000    0.001    0.000 async_utils.py:34(wrapper)
       20    0.000    0.000    0.001    0.000 py2cpp.py:329(on_return)
     4736    0.001    0.000    0.001    0.000 runtime.py:227(resolve_or_missing)
     1663    0.001    0.000    0.001    0.000 <frozen _collections_abc>:819(keys)
     1470    0.001    0.000    0.001    0.000 typing.py:372(inner)
      859    0.000    0.000    0.001    0.000 func_call.j2:4(root)
        4    0.000    0.000    0.001    0.000 py2cpp.py:323(on_anno_assign)
      273    0.000    0.000    0.001    0.000 class_method.j2:4(root)
      890    0.001    0.000    0.001    0.000 procedure.py:104(__result)
        3    0.000    0.000    0.001    0.000 symbols.py:634(on_tenary_operator)
      254    0.000    0.000    0.001    0.000 statement_simple.py:28(value)
      277    0.000    0.000    0.001    0.000 terminal.py:17(can_expand)
        1    0.000    0.000    0.001    0.001 py2cpp.py:690(proc_binary_operator_fill_list)
     1392    0.001    0.000    0.001    0.000 typing.py:1123(__call__)
     1355    0.001    0.000    0.001    0.000 {method 'remove' of 'collections.deque' objects}
      277    0.000    0.000    0.001    0.000 node.py:87(tag)
     1813    0.001    0.000    0.001    0.000 nodes.py:74(__init__)
       17    0.000    0.000    0.001    0.000 _compiler.py:571(_code)
      112    0.000    0.000    0.001    0.000 statement_simple.py:34(symbols)
     1314    0.000    0.000    0.001    0.000 lexer.py:365(next_if)
      262    0.000    0.000    0.001    0.000 statement_simple.py:15(_elements)
       37    0.000    0.000    0.001    0.000 lexer.py:602(tokenize)
     1663    0.000    0.000    0.001    0.000 __init__.py:1032(__bool__)
       93    0.000    0.000    0.001    0.000 statement_compound.py:263(_org_statements)
       10    0.000    0.000    0.001    0.000 py2cpp.py:474(on_list_type)
      818    0.001    0.000    0.001    0.000 reflection.py:315(__current_key)
      220    0.000    0.000    0.001    0.000 literal.py:115(values)
      185    0.000    0.000    0.001    0.000 primary.py:451(class_type)
       30    0.000    0.000    0.001    0.000 primary.py:128(class_types)
       63    0.000    0.000    0.001    0.000 statement_compound.py:259(statements)
       72    0.000    0.000    0.001    0.000 symbols.py:671(on_list)
